tconst,primaryTitle,seriesName,seasonNumber,episodeNumber,averageRating,numVotes,ranking
tt4706460,The Last Temptation of Andre,The League,7,8,6.3,195,15189
tt6850614,2017 Abu Dhabi Grand Prix,Formula 1,68,20,3.8,42,15190
tt16144982,Episode #31.3,Top Gear,31,3,5.5,91,15191
tt10945530,2020 Belgian Grand Prix,Formula 1,71,7,4.8,62,15192
tt13589526,2021 Monaco Grand Prix,Formula 1,72,5,5.7,106,15193
tt18395262,A Mountain to Climb,Formula 1: Drive to Survive,4,4,6.8,793,15194
tt16267816,2023 Azerbaijan Grand Prix,Formula 1,74,4,4.7,61,15195
tt26747821,Alpha Male,Formula 1: Drive to Survive,5,8,6.6,374,15196
tt4996046,More Best of Jeremy,Top Gear,,,3.0,36,15197
tt18395264,Tipping Point,Formula 1: Drive to Survive,4,3,6.8,893,15198
tt6787932,2017 Russian Grand Prix,Formula 1,68,4,4.0,49,15199
tt8943494,2019 Spanish Grand Prix,Formula 1,70,5,4.7,65,15200
tt9752354,Episode #26.4,Top Gear,26,4,6.1,177,15201
tt11679296,Episode #28.1,Top Gear,28,1,6.2,205,15202
tt8943482,2019 Chinese Grand Prix,Formula 1,70,3,4.7,68,15203
tt12998404,2020 Abu Dhabi Grand Prix,Formula 1,71,17,4.2,56,15204
tt11780790,Episode #29.1,Top Gear,29,1,6.1,190,15205
tt8425198,Denmark - France,2018 FIFA World Cup Russia,1,38,3.9,53,15206
tt9318564,My Two Dads,Hoops,1,2,6.2,228,15207
tt14968652,Beard After Hours,Ted Lasso,2,9,6.9,12950,15208
tt12624932,Cornrows,Colin in Black & White,1,1,6.5,403,15209
tt8943504,2019 Canadian Grand Prix,Formula 1,70,7,5.0,87,15210
tt10945474,2020 Spanish Grand Prix,Formula 1,71,6,4.2,63,15211
tt27168316,RAW After Mania: WWE WrestleMania 39 Fallout,WWE Raw,31,26,4.2,63,15211
tt11711778,Episode #28.4,Top Gear,28,4,5.8,156,15213
tt9871930,Sviræv,Heimebane,2,3,4.9,86,15214
tt16440522,Driving Home for Christmas,Top Gear,31,6,4.9,87,15215
tt8146416,Episode #25.4,Top Gear,25,4,6.2,253,15216
tt13273910,Episode #29.3,Top Gear,29,3,5.6,138,15217
tt8105610,Episode #25.2,Top Gear,25,2,6.3,316,15218
tt10503860,Episode #27.5,Top Gear,27,5,6.0,230,15219
